timestamp,area_atuacao,tempo_atuacao,proximidade_motorista,secao,id,metrica,impacto_engajamento,impacto_retencao
2026-03-17T11:42:47.201Z,Logistica,12-18,varias_dia,1. Base Cadastral,1.1,Perfil completo do motorista,2,5
2026-03-17T11:42:47.201Z,Logistica,12-18,varias_dia,1. Base Cadastral,1.1b,Endereco com coordenadas,1,2
2026-03-17T11:42:47.201Z,Logistica,12-18,varias_dia,1. Base Cadastral,1.1c,Cidades onde opera,4,5
2026-03-17T11:42:47.201Z,Logistica,12-18,varias_dia,2. Atividade no App,2.1,Ultimo acesso ao app,1,2
2026-03-17T11:42:47.201Z,Logistica,12-18,varias_dia,2. Atividade no App,2.2,Sessoes detalhadas,3,2
2026-03-17T11:42:47.201Z,Logistica,12-18,varias_dia,2. Atividade no App,2.3,Notificacoes abertas,5,3
2026-03-17T11:42:47.201Z,Logistica,12-18,varias_dia,2. Atividade no App,2.4,Tracking de notificacoes,2,4
2026-03-17T11:42:47.201Z,Logistica,12-18,varias_dia,3. Operacao e Fretes,3.1,Visualizacoes e candidaturas,5,4
2026-03-17T11:42:47.201Z,Logistica,12-18,varias_dia,3. Operacao e Fretes,3.2,Contratos concluidos,4,2
2026-03-17T11:42:47.201Z,Logistica,12-18,varias_dia,3. Operacao e Fretes,3.3,Contratos cancelados,1,5
2026-03-17T11:42:47.201Z,Logistica,12-18,varias_dia,3. Operacao e Fretes,3.4,Remocoes de contrato,3,5
2026-03-17T11:42:47.201Z,Logistica,12-18,varias_dia,3. Operacao e Fretes,3.5,Tempo ate primeiro frete,2,2
2026-03-17T11:42:47.201Z,Logistica,12-18,varias_dia,3. Operacao e Fretes,3.6,Intervalo entre fretes,4,5
2026-03-17T11:42:47.201Z,Logistica,12-18,varias_dia,4. Convites,4.1,Convites recebidos/aceitos/recusados,1,3
2026-03-17T11:42:47.201Z,Logistica,12-18,varias_dia,5. Retencao,5.1,Retencao D7/D15/D30/D60/D90,4,1
2026-03-17T11:42:47.201Z,Logistica,12-18,varias_dia,5. Retencao,5.2,Churn por janela temporal,4,1
2026-03-17T11:42:47.201Z,Logistica,12-18,varias_dia,5. Retencao,5.3,Retencao operacional,1,3
2026-03-17T11:42:47.201Z,Logistica,12-18,varias_dia,5. Retencao,5.4,Retencao por coorte mensal,3,2
2026-03-17T11:42:47.201Z,Logistica,12-18,varias_dia,6. Engajamento,6.1,DAU / WAU / MAU,1,4
2026-03-17T11:42:47.201Z,Logistica,12-18,varias_dia,6. Engajamento,6.2,Engajamento com ofertas,5,3
2026-03-17T11:42:47.201Z,Logistica,12-18,varias_dia,6. Engajamento,6.3,Engajamento transacional semanal,3,1
2026-03-17T11:42:47.201Z,Logistica,12-18,varias_dia,7. Financeiro,7.1,Faturamento mensal,5,1
2026-03-17T11:42:47.201Z,Logistica,12-18,varias_dia,7. Financeiro,7.2,Pagamentos e adiantamentos,1,4
2026-03-17T11:42:47.201Z,Logistica,12-18,varias_dia,7. Financeiro,7.3,Extratos financeiros,2,1
2026-03-17T11:42:47.201Z,Logistica,12-18,varias_dia,7. Financeiro,7.4,Descontos e glosas,4,1
2026-03-17T11:42:47.201Z,Logistica,12-18,varias_dia,8. Qualidade e Experiencia,8.1,Avaliacoes recebidas,2,1
2026-03-17T11:42:47.201Z,Logistica,12-18,varias_dia,8. Qualidade e Experiencia,8.2,Avaliacoes dadas,2,4
2026-03-17T11:42:47.201Z,Logistica,12-18,varias_dia,8. Qualidade e Experiencia,8.3,Taxa de atendimento,5,2
2026-03-17T11:42:47.201Z,Logistica,12-18,varias_dia,9. Ocorrencias Operacionais,9.1,Ocorrencias comportamentais,4,1
2026-03-17T11:42:47.201Z,Logistica,12-18,varias_dia,9. Ocorrencias Operacionais,9.2,Ocorrencias de contrato,2,2
2026-03-17T11:42:47.201Z,Logistica,12-18,varias_dia,10. Risco de Churn,10.1,Sinais classicos de churn,1,1
2026-03-17T11:42:47.201Z,Logistica,12-18,varias_dia,10. Risco de Churn,10.2,Queda de atividade,4,2
2026-03-17T11:42:47.201Z,Logistica,12-18,varias_dia,10. Risco de Churn,10.3,Documentos vencendo,3,4
2026-03-17T11:42:47.201Z,Logistica,12-18,varias_dia,10. Risco de Churn,10.4,Risco GR,1,4
2026-03-17T11:42:47.201Z,Logistica,12-18,varias_dia,10. Risco de Churn,10.5,Queda de faturamento,5,3
2026-03-17T11:42:47.201Z,Logistica,12-18,varias_dia,11. Preferencias,11.1,Preferencias cadastradas,2,5
2026-03-17T11:42:47.201Z,Logistica,12-18,varias_dia,11. Preferencias,11.2,Preferencias inferidas,4,2
2026-03-17T11:42:47.201Z,Logistica,12-18,varias_dia,11. Preferencias,11.3,Preferencia tipo contrato,1,1
2026-03-17T11:42:47.201Z,Logistica,12-18,varias_dia,12. Ferias e Inatividade,12.1,Ferias ou retorno ao CLT,3,3
2026-03-17T11:42:47.201Z,Logistica,12-18,varias_dia,13. Geolocalizacao,13.1,Distancia ao ponto de coleta,5,4
2026-03-17T11:42:47.201Z,Logistica,12-18,varias_dia,13. Geolocalizacao,13.2,Distancia media aceita,5,5
2026-03-17T11:42:47.201Z,Logistica,12-18,varias_dia,14. Eventos de Contrato,14.1,Eventos por motorista,1,2
2026-03-17T11:42:47.201Z,Logistica,12-18,varias_dia,14. Eventos de Contrato,14.2,Tipos e labels de eventos,3,1
2026-03-17T11:42:47.201Z,Logistica,12-18,varias_dia,15. Score de Habitualidade,15.1,Score de habitualidade,4,5
2026-03-17T11:42:47.201Z,Logistica,12-18,varias_dia,15. Score de Habitualidade,15.2,Historico do score,2,1
2026-03-17T11:42:47.201Z,Logistica,12-18,varias_dia,16. Score do Motorista,16.1,Score atual,1,2
2026-03-17T11:42:47.201Z,Logistica,12-18,varias_dia,16. Score do Motorista,16.2,Historico do score,1,3
2026-03-17T11:42:47.201Z,Logistica,12-18,varias_dia,17. Blacklist,17.1,Bloqueios por empresa,4,3
2026-03-17T11:42:47.201Z,Logistica,12-18,varias_dia,18. Score de Risco Composto,18.1,Score composto de churn,5,2
